id,subject_id,code,name,emoji,level,units,desc,prereqs,antireqs
3377,103,599,Individual Engineering Project,,5,3.00,"Individual work on an assigned Engineering project under the supervision of a faculty member. The project will normally involve a literature review, theoretical work, and laboratory or field work. Engineering Communications, including written reports, logbooks and oral presentations.",Consent of the project supervisor and the student’s department.,Consent of the project supervisor and the student’s department.
3378,103,601,Professional Development I,,6,1.50,"Topics covered include: health and safety, communication styles, supervisory relationships and respect in the lab, presentation skills including presentation planning and voice projection, reference gathering and management, awareness of plagiarism, and writing abstracts.",Admission to an engineering thesis-based graduate program.,Admission to an engineering thesis-based graduate program.
3379,103,603,Professional Development II,,6,1.50,"Topics covered include: presentation skills, skills for writing scientific manuscripts, peer review process, defence and candidacy, engineering design, intellectual property, and networking basics.",Admission to an engineering thesis-based graduate program.,Admission to an engineering thesis-based graduate program.
3380,103,680,Introduction to Digital Engineering,,6,3.00,Fundamental components of a digital engineering system. Basic programming constructs for implementing digital engineering systems. Programming techniques to facilitate data analysis. Obtaining and cleaning data. Data validation. Data visualization. Introduction to basic machine learning techniques and data-driven modeling. Applications chosen from all engineering disciplines.,,
3381,103,681,Engineering Tools,,6,3.00,The theory and use of numerical computational procedures to solve engineering problems.,,
3382,103,682,Sustainability,,6,3.00,Explores the interaction between resources and the environment. Technical and environmental aspects within the energy and environment cycle for project evaluation and management.,,
3383,103,683,Innovation and Entrepreneurship,,6,3.00,"Definitions, contexts, language, dynamics, historical and contemporary examples of Engineering Innovation and Entrepreneurship; innovation process from a multidisciplinary perspective; Engineering inventive processes.",,
3384,103,684,Introduction to Project Management,,6,3.00,"Application of management principles to the project environment; planning, control, scope, time and cost processes; project organization and human resource issues. Students review aspects of a current major capital project and submit and defend a project report.",,
3385,103,685,Energy Policy for Engineers,,6,3.00,"Overview of the technical and non-technical factors that affect policies governing the generation, transmission and trade of energy. Energy trading in regulated and deregulated markets. Emissions trading and taxation. Energy policy case studies from both Canadian and International energy markets.",Admission to a MEng program with a specialization in either Petroleum Engineering or Environmental Engineering.,Admission to a MEng program with a specialization in either Petroleum Engineering or Environmental Engineering.
3386,103,686,Climate Change Adaptation for Engineers,,6,3.00,"Introduction to climate, climate variability, climate change. Climate data sources. Climate change adaptation for engineers: principles and applicable sectors. The Canadian Public Infrastructure Engineering Vulnerability Committee (PIVEC) protocol and its application for assessing climate change vulnerability and developing adaptation strategy.",,
3387,103,687,"Ethics, Law, and the Engineering Profession",,6,3.00,The professional duties and responsibilities of the engineer as they relate to society. Ethics and the engineering profession. Public and worker safety and health. Design for safety. Sustainable development. The engineer and the environment. Environmental stewardship. Essentials of leadership. Gender issues. Employment equity. Fundamentals of Engineering Law. Professional organizations. The Engineering Profession’s Act.,,
